 disease,code
Hypertrophy of fat pad_ knee,7293
Panniculitis_ other site,7293
 Fasciitis_ unspecified,7294
 Pain in limb,7295
 Residual foreign body in soft tissue,7296
Nontraumatic compartment syndrome of upper extremity,7297
Nontraumatic compartment syndrome of lower extremity,7297
Nontraumatic compartment syndrome of abdomen,7297
Nontraumatic compartment syndrome of other sites,7297
Swelling of limb,7298
Cramp of limb,7298
Other musculoskeletal symptoms referable to limbs,7298
Disorders of soft tissue_ unspecified,7299
Post-traumatic seroma,7299
Nontraumatic hematoma of soft tissue,7299
Other disorders of soft tissue,7299
Acute osteomyelitis_ site unspecified,7300
Acute osteomyelitis_ shoulder region,7300
Acute osteomyelitis_ upper arm,7300
Acute osteomyelitis_ forearm,7300
Acute osteomyelitis_ hand,7300
Acute osteomyelitis_ pelvic region and thigh,7300
Acute osteomyelitis_ lower leg,7300
Acute osteomyelitis_ ankle and foot,7300
Acute osteomyelitis_ other specified sites,7300
Acute osteomyelitis_ multiple sites,7300
Chronic osteomyelitis_ site unspecified,7301
Chronic osteomyelitis_ shoulder region,7301
Chronic osteomyelitis_ upper arm,7301
Chronic osteomyelitis_ forearm,7301
Chronic osteomyelitis_ hand,7301
Chronic osteomyelitis_ pelvic region and thigh,7301
Chronic osteomyelitis_ lower leg,7301
Chronic osteomyelitis_ ankle and foot,7301
Chronic osteomyelitis_ other specified sites,7301
Chronic osteomyelitis_ multiple sites,7301
Unspecified osteomyelitis_ site unspecified,7302
Unspecified osteomyelitis_ shoulder region,7302
Unspecified osteomyelitis_ upper arm,7302
Unspecified osteomyelitis_ forearm,7302
Unspecified osteomyelitis_ hand,7302
Unspecified osteomyelitis_ pelvic region and thigh,7302
Unspecified osteomyelitis_ lower leg,7302
Unspecified osteomyelitis_ ankle and foot,7302
Unspecified osteomyelitis_ other specified sites,7302
Unspecified osteomyelitis_ multiple sites,7302
Periostitis_ without mention of osteomyelitis_ site unspecified,7303
Periostitis_ without mention of osteomyelitis_ shoulder region,7303
Periostitis_ without mention of osteomyelitis_ upper arm,7303
Periostitis_ without mention of osteomyelitis_ forearm,7303
Periostitis_ without mention of osteomyelitis_ hand,7303
Periostitis_ without mention of osteomyelitis_ pelvic region and thigh,7303
Periostitis_ without mention of osteomyelitis_ lower leg,7303
Periostitis_ without mention of osteomyelitis_ ankle and foot,7303
Periostitis_ without mention of osteomyelitis_ other specified sites,7303
Periostitis_ without mention of osteomyelitis_ multiple sites,7303
Osteopathy resulting from poliomyelitis_ site unspecified,7307
Osteopathy resulting from poliomyelitis_ shoulder region,7307
Osteopathy resulting from poliomyelitis_ upper arm,7307
Osteopathy resulting from poliomyelitis_ forearm,7307
Osteopathy resulting from poliomyelitis_ hand,7307
Osteopathy resulting from poliomyelitis_ pelvic region and thigh,7307
Osteopathy resulting from poliomyelitis_ lower leg,7307
Osteopathy resulting from poliomyelitis_ ankle and foot,7307
Osteopathy resulting from poliomyelitis_ other specified sites,7307
Osteopathy resulting from poliomyelitis_ multiple sites,7307
Other infections involving bone in diseases classified elsewhere_ site unspecified,7308
Other infections involving bone in diseases classified elsewhere_ shoulder region,7308
Other infections involving bone in diseases classified elsewhere_ upper arm,7308
Other infections involving bone in diseases classified elsewhere_ forearm,7308
Other infections involving bone in diseases classified elsewhere_ hand,7308
Other infections involving bone in diseases classified elsewhere_ pelvic region and thigh,7308
Other infections involving bone in diseases classified elsewhere_ lower leg,7308
Other infections involving bone in diseases classified elsewhere_ ankle and foot,7308
Other infections involving bone in diseases classified elsewhere_ other specified sites,7308
Other infections involving bone in diseases classified elsewhere_ multiple sites,7308
Unspecified infection of bone_ site unspecified,7309
Unspecified infection of bone_ shoulder region,7309
Unspecified infection of bone_ upper arm,7309
Unspecified infection of bone_ forearm,7309
Unspecified infection of bone_ hand,7309
Unspecified infection of bone_ pelvic region and thigh,7309
Unspecified infection of bone_ lower leg,7309
Unspecified infection of bone_ ankle and foot,7309
Unspecified infection of bone_ other specified sites,7309
Unspecified infection of bone_ multiple sites,7309
 Osteitis deformans without mention of bone tumor,7310
 Osteitis deformans in diseases classified elsewhere,7311
 Hypertrophic pulmonary osteoarthropathy,7312
 Major osseous defects,7313
 Other bone involvement in diseases classified elsewhere,7318
 Juvenile osteochondrosis of spine,7320
 Juvenile osteochondrosis of hip and pelvis,7321
 Nontraumatic slipped upper femoral epiphysis,7322
 Juvenile osteochondrosis of upper extremity,7323
 Juvenile osteochondrosis of lower extremity_ excluding foot,7324
 Juvenile osteochondrosis of foot,7325
 Other juvenile osteochondrosis,7326
 Osteochondritis dissecans,7327
 Other specified forms of osteochondropathy,7328
 Unspecified osteochondropathy,7329
Osteoporosis_ unspecified,7330
Senile osteoporosis,7330
Idiopathic osteoporosis,7330
Disuse osteoporosis,7330
Other osteoporosis,7330
Pathologic fracture_ unspecified site,7331
Pathologic fracture of humerus,7331
Pathologic fracture of distal radius and ulna,7331
Pathologic fracture of vertebrae,7331
Pathologic fracture of neck of femur,7331
Pathologic fracture of other specified part of femur,7331
Pathologic fracture of tibia or fibula,7331
Pathologic fracture of other specified site,7331
Cyst of bone (localized)_ unspecified,7332
Solitary bone cyst,7332
Aneurysmal bone cyst,7332
Other bone cyst,7332
 Hyperostosis of skull,7333
Aseptic necrosis of bone_ site unspecified,7334
Aseptic necrosis of head of humerus,7334
Aseptic necrosis of head and neck of femur,7334
Aseptic necrosis of medial femoral condyle,7334
Aseptic necrosis of talus,7334
Aseptic necrosis of bone_ jaw,7334
Aseptic necrosis of bone_ other,7334
 Osteitis condensans,7335
 Tietze's disease,7336
 Algoneurodystrophy,7337
Malunion of fracture,7338
Nonunion of fracture,7338
Disorder of bone and cartilage_ unspecified,7339
Arrest of bone development or growth,7339
Chondromalacia,7339
Stress fracture of tibia or fibula,7339
Stress fracture of the metatarsals,7339
Stress fracture of other bone,7339
Stress fracture of femoral neck,7339
Stress fracture of shaft of femur,7339
Stress fracture of pelvis,7339
Other disorders of bone and cartilage,7339
.  Flat foot,734
 Hallux valgus (acquired),7350
 Hallux varus (acquired),7351
 Hallux rigidus,7352
 Hallux malleus,7353
 Other hammer toe (acquired),7354
 Claw toe (acquired),7355
 Other acquired deformities of toe,7358
 Unspecified acquired deformity of toe,7359
Unspecified deformity of forearm_ excluding fingers,7360
Cubitus valgus (acquired),7360
Cubitus varus (acquired),7360
Valgus deformity of wrist (acquired),7360
Varus deformity of wrist (acquired),7360
Wrist drop (acquired),7360
Claw hand (acquired),7360
Club hand_ acquired,7360
Other acquired deformities of forearm_ excluding fingers,7360
 Mallet finger,7361
Unspecified deformity of finger,7362
Boutonniere deformity,7362
Swan-neck deformity,7362
Other acquired deformities of finger,7362
Unspecified acquired deformity of hip,7363
Coxa valga (acquired),7363
Coxa vara (acquired),7363
Other acquired deformities of hip,7363
Genu valgum (acquired),7364
Genu varum (acquired),7364
 Genu recurvatum (acquired),7365
 Other acquired deformities of knee,7366
Unspecified deformity of ankle and foot_ acquired,7367
Acquired equinovarus deformity,7367
Equinus deformity of foot_ acquired,7367
Cavus deformity of foot_ acquired,7367
Claw foot_ acquired,7367
Cavovarus deformity of foot_ acquired,7367
Other acquired calcaneus deformity,7367
Other acquired deformities of ankle and foot,7367
Unequal leg length (acquired),7368
Other acquired deformity of other parts of limb,7368
 Acquired deformity of limb_ site unspecified,7369
 Adolescent postural kyphosis,7370
Kyphosis (acquired) (postural),7371
Kyphosis due to radiation,7371
Kyphosis_ postlaminectomy,7371
Other kyphosis (acquired),7371
Lordosis (acquired) (postural),7372
Lordosis_ postlaminectomy,7372
Other postsurgical lordosis,7372
Other lordosis (acquired),7372
Scoliosis [and kyphoscoliosis]_ idiopathic,7373
Resolving infantile idiopathic scoliosis,7373
Progressive infantile idiopathic scoliosis,7373
Scoliosis due to radiation,7373
Thoracogenic scoliosis,7373
Other kyphoscoliosis and scoliosis,7373
Curvature of spine_ unspecified_ associated with other conditions,7374
Kyphosis associated with other conditions,7374
Lordosis associated with other conditions,7374
Scoliosis associated with other conditions,7374
 Other curvatures of spine,7378
 Unspecified curvature of spine,7379
 Acquired deformity of nose,7380
Unspecified acquired deformity of head,7381
Zygomatic hyperplasia,7381
Zygomatic hypoplasia,7381
Other specified acquired deformity of head,7381
 Acquired deformity of neck,7382
 Acquired deformity of chest and rib,7383
 Acquired spondylolisthesis,7384
 Other acquired deformity of back or spine,7385
 Acquired deformity of pelvis,7386
 Cauliflower ear,7387
 Acquired deformity of other specified site,7388
 Acquired deformity of unspecified site,7389
 Nonallopathic lesions_ head region,7390
 Nonallopathic lesions_ cervical region,7391
 Nonallopathic lesions_ thoracic region,7392
 Nonallopathic lesions_ lumbar region,7393
 Nonallopathic lesions_ sacral region,7394
 Nonallopathic lesions_ pelvic region,7395
 Nonallopathic lesions_ lower extremities,7396
 Nonallopathic lesions_ upper extremities,7397
 Nonallopathic lesions_ rib cage,7398
 Nonallopathic lesions_ abdomen and other sites,7399
 Anencephalus,7400
 Craniorachischisis,7401
 Iniencephaly,7402
Spina bifida with hydrocephalus_ unspecified region,7410
Spina bifida with hydrocephalus_ cervical region,7410
Spina bifida with hydrocephalus_ dorsal (thoracic) region,7410
Spina bifida with hydrocephalus_ lumbar region,7410
Spina bifida without mention of hydrocephalus_ unspecified region,7419
Spina bifida without mention of hydrocephalus_ cervical region,7419
Spina bifida without mention of hydrocephalus_ dorsal (thoracic) region,7419
Spina bifida without mention of hydrocephalus_ lumbar region,7419
 Encephalocele,7420
 Microcephalus,7421
 Congenital reduction deformities of brain,7422
 Congenital hydrocephalus,7423
 Other specified congenital anomalies of brain,7424
Diastematomyelia,7425
Hydromyelia,7425
Other specified congenital anomalies of spinal cord,7425
 Other specified congenital anomalies of nervous system,7428
 Unspecified congenital anomaly of brain_ spinal cord_ and nervous system,7429
Clinical anophthalmos_ unspecified,7430
Cystic eyeball_ congenital,7430
Cryptophthalmos,7430
Microphthalmos_ unspecified,7431
Simple microphthalmos,7431
Microphthalmos associated with other anomalies of eye and adnexa,7431
Buphthalmos_ unspecified,7432
Simple buphthalmos,7432
Buphthalmos associated with other ocular anomalies,7432
Congenital cataract_ unspecified,7433
Congenital capsular and subcapsular cataract,7433
Congenital cortical and zonular cataract,7433
Congenital nuclear cataract,7433
Total and subtotal cataract_ congenital,7433
Congenital aphakia,7433
Congenital anomalies of lens shape,7433
Congenital ectopic lens,7433
Other congenital cataract and lens anomalies,7433
Congenital anomalies of corneal size and shape,7434
Corneal opacities_ interfering with vision_ congenital,7434
Other corneal opacities_ congenital,7434
Specified congenital anomalies of anterior chamber_ chamber angle_ and related structures,7434
Aniridia,7434
Other specified congenital anomalies of iris and ciliary body,7434
Specified congenital anomalies of sclera,7434
Multiple and combined congenital anomalies of anterior segment,7434
Other congenital anomalies of anterior segment,7434
Vitreous anomalies,7435
Fundus coloboma,7435
Chorioretinal degeneration_ congenital,7435
Congenital folds and cysts of posterior segment,7435
Congenital macular changes,7435
Other retinal changes_ congenital,7435
Specified congenital anomalies of optic disc,7435
Vascular anomalies,7435
Other congenital anomalies of posterior segment,7435
Congenital ptosis,7436
Congenital deformities of eyelids,7436
Other specified congenital anomalies of eyelid,7436
Specified congenital anomalies of lacrimal gland,7436
Specified congenital anomalies of lacrimal passages,7436
Specified congenital anomalies of orbit,7436
Other congenital anomalies of eyelids_ lacrimal system_ and orbit,7436
 Other specified anomalies of eye,7438
 Unspecified anomaly of eye,7439
Unspecified anomaly of ear with impairment of hearing,7440
Absence of external ear,7440
Other anomalies of external ear with impairment of hearing,7440
Anomaly of middle ear_ except ossicles,7440
Anomalies of ear ossicles,7440
Anomalies of inner ear,7440
Other anomalies of ear causing impairment of hearing,7440
 Accessory auricle,7441
Absence of ear lobe_ congenital,7442
Macrotia,7442
Microtia,7442
Specified anomalies of Eustachian tube,7442
Other specified anomalies of ear,7442
 Unspecified anomaly of ear,7443
Branchial cleft sinus or fistula,7444
Branchial cleft cyst,7444
