DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION
629_2_0,"Female genital mutilation status, unspecified",Genital mutilation NOS
629_2_1,Female genital mutilation Type I status,Genital mutilatn type I
629_2_2,Female genital mutilation Type II status,Genital mutilatn type II
629_2_3,Female genital mutilation Type III status,Genital muilatn type III
629_2_9,Other female genital mutilation status,Fem genital mutilate NEC
629_3_1,Erosion of implanted vaginal mesh and other prosthetic materials to surrounding organ or tissue,Eros imp vag mesh in tis
629_3_2,Exposure of implanted vaginal mesh and other prosthetic materials into vagina,Exp imp vag mesh-vagina
629_8_1,Recurrent pregnancy loss without current pregnancy,Rec preg loss wo cur prg
629_8_9,Other specified disorders of female genital organs,Female genital disor NEC
629_9,Unspecified disorder of female genital organs,Female genital dis NOS
630,Hydatidiform mole,Hydatidiform mole
631_0,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,Inapp chg hCG early preg
631_8,Other abnormal products of conception,Oth abn prod conception
632,Missed abortion,Missed abortion
633_0_0,Abdominal pregnancy without intrauterine pregnancy,Abd preg w/o intrau preg
633_0_1,Abdominal pregnancy with intrauterine pregnancy,Abd preg w intraut preg
633_1_0,Tubal pregnancy without intrauterine pregnancy,Tubal preg w/o intra prg
633_1_1,Tubal pregnancy with intrauterine pregnancy,Tubal preg w intra preg
633_2_0,Ovarian pregnancy without intrauterine pregnancy,Ovarn preg w/o intra prg
633_2_1,Ovarian pregnancy with intrauterine pregnancy,Ovarian preg w intra prg
633_8_0,Other ectopic pregnancy without intrauterine pregnancy,Ect preg NEC w/o int prg
633_8_1,Other ectopic pregnancy with intrauterine pregnancy,Ectpc prg NEC w int preg
633_9_0,Unspecified ectopic pregnancy without intrauterine pregnancy,Ect preg NOS w/o int prg
633_9_1,Unspecified ectopic pregnancy with intrauterine pregnancy,Ectp preg NOS w int preg
634_0_0,"Spontaneous abortion, complicated by genital tract and pelvic infection, unspecified",Spon abor w pel inf-unsp
634_0_1,"Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete",Spon abor w pelv inf-inc
634_0_2,"Spontaneous abortion, complicated by genital tract and pelvic infection, complete",Spon abor w pel inf-comp
634_1_0,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, unspecified",Spon abort w hemorr-unsp
634_1_1,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete",Spon abort w hemorr-inc
634_1_2,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete",Spon abort w hemorr-comp
634_2_0,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified",Spon ab w pel damag-unsp
634_2_1,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete",Spon ab w pelv damag-inc
634_2_2,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, complete",Spon ab w pel damag-comp
634_3_0,"Spontaneous abortion, complicated by renal failure, unspecified",Spon ab w ren fail-unsp
634_3_1,"Spontaneous abortion, complicated by renal failure, incomplete",Spon ab w ren fail-inc
634_3_2,"Spontaneous abortion, complicated by renal failure, complete",Spon ab w ren fail-comp
634_4_0,"Spontaneous abortion, complicated by metabolic disorder, unspecified",Spon ab w metab dis-unsp
634_4_1,"Spontaneous abortion, complicated by metabolic disorder, incomplete",Spon ab w metab dis-inc
634_4_2,"Spontaneous abortion, complicated by metabolic disorder, complete",Spon ab w metab dis-comp
634_5_0,"Spontaneous abortion, complicated by shock, unspecified",Spon abort w shock-unsp
634_5_1,"Spontaneous abortion, complicated by shock, incomplete",Spon abort w shock-inc
634_5_2,"Spontaneous abortion, complicated by shock, complete",Spon abort w shock-comp
634_6_0,"Spontaneous abortion, complicated by embolism, unspecified",Spon abort w embol-unsp
634_6_1,"Spontaneous abortion, complicated by embolism, incomplete",Spon abort w embol-inc
634_6_2,"Spontaneous abortion, complicated by embolism, complete",Spon abort w embol-comp
634_7_0,"Spontaneous abortion, with other specified complications, unspecified",Spon ab w compl NEC-unsp
634_7_1,"Spontaneous abortion, with other specified complications, incomplete",Spon ab w compl NEC-inc
634_7_2,"Spontaneous abortion, with other specified complications, complete",Spon ab w compl NEC-comp
634_8_0,"Spontaneous abortion, with unspecified complication, unspecified",Spon ab w compl NOS-unsp
634_8_1,"Spontaneous abortion, with unspecified complication, incomplete",Spon ab w compl NOS-inc
634_8_2,"Spontaneous abortion, with unspecified complication, complete",Spon ab w compl NOS-comp
634_9_0,"Spontaneous abortion, without mention of complication, unspecified",Spon abort uncompl-unsp
634_9_1,"Spontaneous abortion, without mention of complication, incomplete",Spon abort uncompl-inc
634_9_2,"Spontaneous abortion, without mention of complication, complete",Spon abort uncompl-comp
635_0_0,"Legally induced abortion, complicated by genital tract and pelvic infection, unspecified",Leg abor w pelv inf-unsp
635_0_1,"Legally induced abortion, complicated by genital tract and pelvic infection, incomplete",Leg abor w pelv inf-inc
635_0_2,"Legally induced abortion, complicated by genital tract and pelvic infection, complete",Leg abor w pelv inf-comp
635_1_0,"Legally induced abortion, complicated by delayed or excessive hemorrhage, unspecified",Legal abor w hemorr-unsp
635_1_1,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete",Legal abort w hemorr-inc
635_1_2,"Legally induced abortion, complicated by delayed or excessive hemorrhage, complete",Legal abor w hemorr-comp
635_2_0,"Legally induced abortion, complicated by damage to pelvic organs or tissues, unspecified",Leg ab w pelv damag-unsp
635_2_1,"Legally induced abortion, complicated by damage to pelvic organs or tissues, incomplete",Leg ab w pelv damag-inc
635_2_2,"Legally induced abortion, complicated by damage to pelvic organs or tissues, complete",Leg ab w pelv damag-comp
635_3_0,"Legally induced abortion, complicated by renal failure,unspecified",Leg abor w ren fail-unsp
635_3_1,"Legally induced abortion, complicated by renal failure, incomplete",Leg abor w ren fail-inc
635_3_2,"Legally induced abortion, complicated by renal failure, complete",Leg abor w ren fail-comp
635_4_0,"Legally induced abortion, complicated by metabolic disorder, unspecified",Leg ab w metab dis-unsp
635_4_1,"Legally induced abortion, complicated by metabolic disorder, incomplete",Leg ab w metab dis-inc
635_4_2,"Legally induced abortion, complicated by metabolic disorder, complete",Leg ab w metab dis-comp
635_5_0,"Legally induced abortion, complicated by shock, unspecified",Legal abort w shock-unsp
635_5_1,"Legally induced abortion, complicated by shock, incomplete",Legal abort w shock-inc
635_5_2,"Legally induced abortion, complicated by shock, complete",Legal abort w shock-comp
635_6_0,"Legally induced abortion, complicated by embolism, unspecified",Legal abort w embol-unsp
635_6_1,"Legally induced abortion, complicated by embolism, incomplete",Legal abort w embol-inc
635_6_2,"Legally induced abortion, complicated by embolism, complete",Legal abort w embol-comp
635_7_0,"Legally induced abortion, with other specified complications, unspecified",Leg ab w compl NEC-unsp
635_7_1,"Legally induced abortion, with other specified complications, incomplete",Leg ab w compl NEC-inc
635_7_2,"Legally induced abortion, with other specified complications, complete",Leg ab w compl NEC-comp
635_8_0,"Legally induced abortion, with unspecified complication, unspecified",Leg ab w compl NOS-unsp
635_8_1,"Legally induced abortion, with unspecified complication, incomplete",Leg ab w compl NOS-inc
635_8_2,"Legally induced abortion, with unspecified complication, complete",Leg ab w compl NOS-comp
635_9_0,"Legally induced abortion, without mention of complication, unspecified",Legal abort uncompl-unsp
635_9_1,"Legally induced abortion, without mention of complication, incomplete",Legal abort uncompl-inc
635_9_2,"Legally induced abortion, without mention of complication, complete",Legal abort uncompl-comp
636_0_0,"Illegally induced abortion, complicated by genital tract and pelvic infection, unspecified",Illeg ab w pelv inf-unsp
636_0_1,"Illegally induced abortion, complicated by genital tract and pelvic infection, incomplete",Illeg ab w pelv inf-inc
636_0_2,"Illegally induced abortion, complicated by genital tract and pelvic infection, complete",Illeg ab w pelv inf-comp
636_1_0,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, unspecified",Illeg ab w hemorr-unspec
636_1_1,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete",Illeg ab w hemorr-inc
636_1_2,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, complete",Illeg ab w hemorr-comp
636_2_0,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, unspecified",Illeg ab w pel damg-unsp
636_2_1,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete",Illeg ab w pel damag-inc
636_2_2,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, complete",Illeg ab w pel damg-comp
636_3_0,"Illegally induced abortion, complicated by renal failure, unspecified",Illeg ab w ren fail-unsp
636_3_1,"Illegally induced abortion, complicated by renal failure, incomplete",Illeg ab w ren fail-inc
636_3_2,"Illegally induced abortion, complicated by renal failure, complete",Illeg ab w ren fail-comp
636_4_0,"Illegally induced abortion, complicated by metabolic disorder, unspecified",Illeg ab w met dis-unsp
636_4_1,"Illegally induced abortion, complicated by metabolic disorder, incomplete",Illeg ab w metab dis-inc
636_4_2,"Illegally induced abortion, complicated by metabolic disorder, complete",Illeg ab w met dis-comp
636_5_0,"Illegally induced abortion, complicated by shock, unspecified",Illeg abort w shock-unsp
636_5_1,"Illegally induced abortion, complicated by shock, incomplete",Illeg abort w shock-inc
636_5_2,"Illegally induced abortion, complicated by shock, complete",Illeg abort w shock-comp
636_6_0,"Illegally induced abortion, complicated by embolism, unspecified",Illeg ab w embolism-unsp
636_6_1,"Illegally induced abortion, complicated by embolism, incomplete",Illeg ab w embolism-inc
636_6_2,"Illegally induced abortion, complicated by embolism, complete",Illeg ab w embolism-comp
636_7_0,"Illegally induced abortion, with other specified complications, unspecified",Illg ab w compl NEC-unsp
636_7_1,"Illegally induced abortion, with other specified complications, incomplete",Illeg ab w compl NEC-inc
636_7_2,"Illegally induced abortion, with other specified complications, complete",Illg ab w compl NEC-comp
636_8_0,"Illegally induced abortion, with unspecified complication, unspecified",Illg ab w compl NOS-unsp
636_8_1,"Illegally induced abortion, with unspecified complication, incomplete",Illeg ab w compl NOS-inc
636_8_2,"Illegally induced abortion, with unspecified complication, complete",Illg ab w compl NOS-comp
636_9_0,"Illegally induced abortion, without mention of complication, unspecified",Illeg abort uncompl-unsp
636_9_1,"Illegally induced abortion, without mention of complication, incomplete",Illeg abort uncompl-inc
636_9_2,"Illegally induced abortion, without mention of complication, complete",Illeg abort uncompl-comp
637_0_0,"Unspecified abortion, complicated by genital tract and pelvic infection, unspecified",Abort NOS w pel inf-unsp
637_0_1,"Unspecified abortion, complicated by genital tract and pelvic infection, incomplete",Abort NOS w pel inf-inc
637_0_2,"Unspecified abortion, complicated by genital tract and pelvic infection, complete",Abort NOS w pel inf-comp
637_1_0,"Unspecified abortion, complicated by delayed or excessive hemorrhage, unspecified",Abort NOS w hemorr-unsp
637_1_1,"Unspecified abortion, complicated by delayed or excessive hemorrhage, incomplete",Abort NOS w hemorr-inc
637_1_2,"Unspecified abortion, complicated by delayed or excessive hemorrhage, complete",Abort NOS w hemorr-comp
637_2_0,"Unspecified abortion, complicated by damage to pelvic organs or tissues, unspecified",Ab NOS w pelv damag-unsp
637_2_1,"Unspecified abortion, complicated by damage to pelvic organs or tissues, incomplete",Ab NOS w pelv damag-inc
637_2_2,"Unspecified abortion, complicated by damage to pelvic organs or tissues, complete",Ab NOS w pelv damag-comp
637_3_0,"Unspecified abortion, complicated by renal failure, unspecified",Ab NOS w renal fail-unsp
637_3_1,"Unspecified abortion, complicated by renal failure, incomplete",Ab NOS w renal fail-inc
637_3_2,"Unspecified abortion, complicated by renal failure, complete",Ab NOS w renal fail-comp
637_4_0,"Unspecified abortion, complicated by metabolic disorder, unspecified",Ab NOS w metab dis-unsp
637_4_1,"Unspecified abortion, complicated by metabolic disorder, incomplete",Ab NOS w metab dis-inc
637_4_2,"Unspecified abortion, complicated by metabolic disorder, complete",Ab NOS w metab dis-comp
637_5_0,"Unspecified abortion, complicated by shock, unspecified",Abort NOS w shock-unsp
637_5_1,"Unspecified abortion, complicated by shock, incomplete",Abort NOS w shock-inc
637_5_2,"Unspecified abortion, complicated by shock, complete",Abort NOS w shock-comp
637_6_0,"Unspecified abortion, complicated by embolism, unspecified",Ab NOS w embolism-unsp
637_6_1,"Unspecified abortion, complicated by embolism, incomplete",Ab NOS w embolism-inc
637_6_2,"Unspecified abortion, complicated by embolism, complete",Ab NOS w embolism-comp
637_7_0,"Unspecified abortion, with other specified complications, unspecified",Ab NOS w compl NEC-unsp
637_7_1,"Unspecified abortion, with other specified complications, incomplete",Ab NOS w compl NEC-inc
637_7_2,"Unspecified abortion, with other specified complications, complete",Ab NOS w compl NEC-comp
637_8_0,"Unspecified abortion, with unspecified complication, unspecified",Ab NOS w compl NOS-unsp
637_8_1,"Unspecified abortion, with unspecified complication, incomplete",Ab NOS w compl NOS-inc
637_8_2,"Unspecified abortion, with unspecified complication, complete",Ab NOS w compl NOS-comp
637_9_0,"Unspecified abortion, without mention of complication, unspecified",Ab NOS uncomplicat-unsp
637_9_1,"Unspecified abortion, without mention of complication, incomplete",Ab NOS uncomplicat-inc
637_9_2,"Unspecified abortion, without mention of complication, complete",Ab NOS uncomplicat-comp
638_0,Failed attempted abortion complicated by genital tract and pelvic infection,Attem abort w pelvic inf
638_1,Failed attempted abortion complicated by delayed or excessive hemorrhage,Attem abort w hemorrhage
638_2,Failed attempted abortion complicated by damage to pelvic organs or tissues,Attem abort w pelv damag
638_3,Failed attempted abortion complicated by renal failure,Attem abort w renal fail
638_4,Failed attempted abortion complicated by metabolic disorder,Attem abor w metabol dis
638_5,Failed attempted abortion complicated by shock,Attem abortion w shock
638_6,Failed attempted abortion complicated by embolism,Attemp abort w embolism
638_7,Failed attempted abortion with other specified complications,Attemp abort w compl NEC
638_8,Failed attempted abortion with unspecified complication,Attemp abort w compl NOS
638_9,Failed attempted abortion without mention of complication,Attempted abort uncompl
639_0,Genital tract and pelvic infection following abortion or ectopic and molar pregnancies,Postabortion gu infect
639_1,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies,Postabortion hemorrhage
